AcAh,KhQh,2c 5d 6d 8d 8s,Aces and Eights,Pair of Eights,P0,(null)
AhAd,KsTs,2c 5d 6d Jd 4s,Pair of Aces,King-High,P0,(null)
AcAd,2d2s,2c 5d 6d Qs 3h,Pair of Aces,Three Deuces,P1,(null)
AcAs,Ks7s,2c 5d 6d Th Tc,Aces and Tens,Pair of Tens,P0,(null)
AhAs,Kc7c,2c 5d 6d Kh 4d,Pair of Aces,Pair of Kings,P0,(null)
AcAd,2s2d,2c 5d 6d 7h 6s,Aces and Sixes,Deuces Full over Sixes,P1,(null)
AdAs,KdJd,2c 5d 6d Tc 4c,Pair of Aces,King-High,P0,(null)
AsAc,KcQc,2c 5d 6d 3h 9s,Pair of Aces,King-High,P0,(null)
AdAh,KdQd,2c 5d 6d 5h 8s,Aces and Fives,Pair of Fives,P0,(null)
AdAc,Kd8d,2c 5d 6d 3d Jc,Pair of Aces,King-High Flush,P1,(null)
AcAd,KsTs,2c 5d 6d 3h Js,Pair of Aces,King-High,P0,(null)
AdAs,KcTc,2c 5d 6d 6c Ah,Aces Full over Sixes,Pair of Sixes,P0,(null)
AhAc,KsQs,2c 5d 6d 9h 5h,Aces and Fives,Pair of Fives,P0,(null)
AhAd,KcQc,2c 5d 6d Ks Jd,Pair of Aces,Pair of Kings,P0,(null)
AdAc,KdQd,2c 5d 6d Kh Ts,Pair of Aces,Pair of Kings,P0,(null)
AcAh,2h2d,2c 5d 6d 8d 6c,Aces and Sixes,Deuces Full over Sixes,P1,(null)
AcAh,2s2d,2c 5d 6d Jc 5h,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAs,KcJc,2c 5d 6d Tc 9c,Pair of Aces,King-High Flush,P1,(null)
AdAc,2h2d,2c 5d 6d 8s 5s,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAd,Ks9s,2c 5d 6d Qc 5s,Aces and Fives,Pair of Fives,P0,(null)
AdAc,KsQs,2c 5d 6d 3c Jh,Pair of Aces,King-High,P0,(null)
AcAh,KcQc,2c 5d 6d 3c Kd,Pair of Aces,Pair of Kings,P0,(null)
AsAc,KsJs,2c 5d 6d 7c 2d,Aces and Deuces,Pair of Deuces,P0,(null)
AhAs,KsQs,2c 5d 6d 8h Td,Pair of Aces,King-High,P0,(null)
AcAd,KdQd,2c 5d 6d 4d 6c,Aces and Sixes,King-High Flush,P1,(null)
AcAh,KdTd,2c 5d 6d 4d 6c,Aces and Sixes,King-High Flush,P1,(null)
AsAd,KcJc,2c 5d 6d Kd 9c,Pair of Aces,Pair of Kings,P0,(null)
AsAh,Kd8d,2c 5d 6d 4s Ad,Three Aces,Ace-High Flush,P1,(null)
AsAd,Kc9c,2c 5d 6d 8s 4d,Pair of Aces,King-High,P0,(null)
AhAd,Kd7d,2c 5d 6d Kh 5s,Aces and Fives,Kings and Fives,P0,(null)
AdAs,2h2d,2c 5d 6d Ks 7h,Pair of Aces,Three Deuces,P1,(null)
AcAs,Ks7s,2c 5d 6d 2d 7h,Aces and Deuces,Sevens and Deuces,P0,(null)
AcAh,KcTc,2c 5d 6d 4s 6h,Aces and Sixes,Pair of Sixes,P0,(null)
AsAc,KdQd,2c 5d 6d Qh 4s,Pair of Aces,Pair of Queens,P0,(null)
AdAc,KsQs,2c 5d 6d 4s 7c,Pair of Aces,King-High,P0,(null)
AcAs,Kh8h,2c 5d 6d 5h Qs,Aces and Fives,Pair of Fives,P0,(null)
AcAd,KcJc,2c 5d 6d 5h 8h,Aces and Fives,Pair of Fives,P0,(null)
AsAc,KcQc,2c 5d 6d 7d Jh,Pair of Aces,King-High,P0,(null)
AdAh,KcJc,2c 5d 6d 5s 3d,Aces and Fives,Pair of Fives,P0,(null)
AdAc,Kh7h,2c 5d 6d Qd 7s,Pair of Aces,Pair of Sevens,P0,(null)
AhAd,KcQc,2c 5d 6d Jc 4s,Pair of Aces,King-High,P0,(null)
AhAc,KsQs,2c 5d 6d Ad 6h,Aces Full over Sixes,Pair of Sixes,P0,(null)
AhAd,2h2s,2c 5d 6d 9h 8s,Pair of Aces,Three Deuces,P1,(null)
AcAd,Ks8s,2c 5d 6d 3s Th,Pair of Aces,King-High,P0,(null)
AsAc,2s2d,2c 5d 6d Ad 6c,Aces Full over Sixes,Deuces Full over Sixes,P0,(null)
AhAd,KcTc,2c 5d 6d 3h 5s,Aces and Fives,Pair of Fives,P0,(null)
AhAd,KcTc,2c 5d 6d Qs Qh,Aces and Queens,Pair of Queens,P0,(null)
AhAc,Kh7h,2c 5d 6d 6h 3h,Aces and Sixes,Pair of Sixes,P0,(null)
AsAd,Kc7c,2c 5d 6d Th Ah,Three Aces,Ace-High,P0,(null)
AcAs,KdQd,2c 5d 6d 7d 4d,Pair of Aces,King-High Flush,P1,(null)
AsAd,KhQh,2c 5d 6d 6s 3d,Aces and Sixes,Pair of Sixes,P0,(null)
AhAd,KhTh,2c 5d 6d Jc 7c,Pair of Aces,King-High,P0,(null)
AcAs,2h2s,2c 5d 6d Tc 4h,Pair of Aces,Three Deuces,P1,(null)
AcAd,Kd7d,2c 5d 6d 6s Qd,Aces and Sixes,King-High Flush,P1,(null)
AsAh,2d2s,2c 5d 6d Tc 8h,Pair of Aces,Three Deuces,P1,(null)
AsAd,KsJs,2c 5d 6d 5s Kc,Aces and Fives,Kings and Fives,P0,(null)
AhAs,2d2s,2c 5d 6d Qd 8s,Pair of Aces,Three Deuces,P1,(null)
AhAd,Ks7s,2c 5d 6d Kc 6h,Aces and Sixes,Kings and Sixes,P0,(null)
AhAc,Kh7h,2c 5d 6d Kd 3s,Pair of Aces,Pair of Kings,P0,(null)
AhAd,Ks8s,2c 5d 6d Js 2h,Aces and Deuces,Pair of Deuces,P0,(null)
AhAc,KhTh,2c 5d 6d As 5c,Aces Full over Fives,Pair of Fives,P0,(null)
AhAc,KcJc,2c 5d 6d 8d 3d,Pair of Aces,King-High,P0,(null)
AhAd,2s2d,2c 5d 6d 8c Td,Pair of Aces,Three Deuces,P1,(null)
AhAs,Kh7h,2c 5d 6d 3c 9s,Pair of Aces,King-High,P0,(null)
AsAc,KcJc,2c 5d 6d Kh 2d,Aces and Deuces,Kings and Deuces,P0,(null)
AsAc,KsJs,2c 5d 6d 6c 7c,Aces and Sixes,Pair of Sixes,P0,(null)
AdAc,Kh8h,2c 5d 6d 4d Qd,Ace-High Flush,King-High,P0,(null)
AsAc,2d2h,2c 5d 6d Ks 3d,Pair of Aces,Three Deuces,P1,(null)
AsAd,Kh9h,2c 5d 6d Qh 4s,Pair of Aces,King-High,P0,(null)
AsAh,KcJc,2c 5d 6d 2s 4d,Aces and Deuces,Pair of Deuces,P0,(null)
AsAh,KdQd,2c 5d 6d 6s Th,Aces and Sixes,Pair of Sixes,P0,(null)
AsAc,Ks9s,2c 5d 6d Ad Kd,Three Aces,Pair of Kings,P0,(null)
AcAh,KcQc,2c 5d 6d Ad 4s,Three Aces,Ace-High,P0,(null)
AhAc,KsQs,2c 5d 6d Kh Qh,Pair of Aces,Kings and Queens,P1,(null)
AsAc,Ks8s,2c 5d 6d Jc Th,Pair of Aces,King-High,P0,(null)
AsAd,KhJh,2c 5d 6d Ac 8c,Three Aces,Ace-High,P0,(null)
AcAd,KhQh,2c 5d 6d 7s Td,Pair of Aces,King-High,P0,(null)
AcAd,Kh8h,2c 5d 6d 3c Jd,Pair of Aces,King-High,P0,(null)
AhAs,KhQh,2c 5d 6d Tc 9c,Pair of Aces,King-High,P0,(null)
AsAd,KdTd,2c 5d 6d 6c 3h,Aces and Sixes,Pair of Sixes,P0,(null)
AsAd,2h2d,2c 5d 6d Jh 3h,Pair of Aces,Three Deuces,P1,(null)
AhAs,2h2s,2c 5d 6d 7s 4h,Pair of Aces,Three Deuces,P1,(null)
AcAh,2d2h,2c 5d 6d 6h 4d,Aces and Sixes,Deuces Full over Sixes,P1,(null)
AsAh,Kc9c,2c 5d 6d Qc 6h,Aces and Sixes,Pair of Sixes,P0,(null)
AhAs,KsJs,2c 5d 6d Jh 7c,Pair of Aces,Pair of Jacks,P0,(null)
AsAd,KdQd,2c 5d 6d Js 9h,Pair of Aces,King-High,P0,(null)
AhAd,KhQh,2c 5d 6d Th 7c,Pair of Aces,King-High,P0,(null)
AsAd,2s2d,2c 5d 6d Ah 4d,Three Aces,Three Deuces,P0,(null)
AhAs,Kc7c,2c 5d 6d Ac Ad,Four Aces,Pair of Aces,P0,(null)
AcAs,Ks9s,2c 5d 6d 5s Ad,Aces Full over Fives,Pair of Fives,P0,(null)
AcAs,KhTh,2c 5d 6d 2d Qh,Aces and Deuces,Pair of Deuces,P0,(null)
AsAd,KcTc,2c 5d 6d 2s Kh,Aces and Deuces,Kings and Deuces,P0,(null)
AhAd,2h2s,2c 5d 6d 7c Jd,Pair of Aces,Three Deuces,P1,(null)
AsAh,2h2s,2c 5d 6d 4s Kh,Pair of Aces,Three Deuces,P1,(null)
AcAs,Ks8s,2c 5d 6d 9s Jd,Pair of Aces,King-High,P0,(null)
AdAs,KhTh,2c 5d 6d 5s Kd,Aces and Fives,Kings and Fives,P0,(null)
AhAs,2s2h,2c 5d 6d Jh 3s,Pair of Aces,Three Deuces,P1,(null)
AhAd,KsQs,2c 5d 6d Kd 4c,Pair of Aces,Pair of Kings,P0,(null)
AsAd,2d2h,2c 5d 6d Js Ks,Pair of Aces,Three Deuces,P1,(null)
AcAh,KsJs,2c 5d 6d 7s Kh,Pair of Aces,Pair of Kings,P0,(null)
AdAh,Ks9s,2c 5d 6d 4c 5c,Aces and Fives,Pair of Fives,P0,(null)
AsAd,Ks7s,2c 5d 6d 7h Jc,Pair of Aces,Pair of Sevens,P0,(null)
AcAs,KsQs,2c 5d 6d 8h 6c,Aces and Sixes,Pair of Sixes,P0,(null)
AhAc,KsTs,2c 5d 6d As 5c,Aces Full over Fives,Pair of Fives,P0,(null)
AsAd,Kc8c,2c 5d 6d 4c 9d,Pair of Aces,King-High,P0,(null)
AsAh,Kc7c,2c 5d 6d 5s 4h,Aces and Fives,Pair of Fives,P0,(null)
AhAc,Ks7s,2c 5d 6d 6h 8h,Aces and Sixes,Pair of Sixes,P0,(null)
AcAh,KsTs,2c 5d 6d 2s 9h,Aces and Deuces,Pair of Deuces,P0,(null)
AhAd,Kc9c,2c 5d 6d Td Qh,Pair of Aces,King-High,P0,(null)
AhAs,Ks8s,2c 5d 6d 6c Ac,Aces Full over Sixes,Pair of Sixes,P0,(null)
AcAs,KsTs,2c 5d 6d 6s 8d,Aces and Sixes,Pair of Sixes,P0,(null)
AhAd,Ks8s,2c 5d 6d Td 9d,Ace-High Flush,King-High,P0,(null)
AhAd,2s2h,2c 5d 6d 3d Td,Ace-High Flush,Three Deuces,P0,(null)
AdAc,Kd7d,2c 5d 6d Qd 8h,Pair of Aces,King-High Flush,P1,(null)
AdAs,KcJc,2c 5d 6d 4d Js,Pair of Aces,Pair of Jacks,P0,(null)
AdAh,Kh7h,2c 5d 6d 6s Jh,Aces and Sixes,Pair of Sixes,P0,(null)
AsAd,Kd8d,2c 5d 6d 9h 5s,Aces and Fives,Pair of Fives,P0,(null)
AsAh,KcQc,2c 5d 6d Ad 7c,Three Aces,Ace-High,P0,(null)
AdAh,KdQd,2c 5d 6d 4h 3d,Six-High Straight,King-High Flush,P1,(null)
AdAs,Kh8h,2c 5d 6d 3c Ah,Three Aces,Ace-High,P0,(null)
AdAh,2d2h,2c 5d 6d Qs 9c,Pair of Aces,Three Deuces,P1,(null)
AsAc,Ks9s,2c 5d 6d 9c 6h,Aces and Sixes,Nines and Sixes,P0,(null)
AcAs,KhJh,2c 5d 6d 4d 5c,Aces and Fives,Pair of Fives,P0,(null)
AsAc,Kc8c,2c 5d 6d Js 4s,Pair of Aces,King-High,P0,(null)
AhAc,KcJc,2c 5d 6d 7h 3d,Pair of Aces,King-High,P0,(null)
AhAd,2s2h,2c 5d 6d 7s 7h,Aces and Sevens,Deuces Full over Sevens,P1,(null)
AcAh,KsTs,2c 5d 6d Kd 4d,Pair of Aces,Pair of Kings,P0,(null)
AcAh,2d2h,2c 5d 6d 5s 4c,Aces and Fives,Deuces Full over Fives,P1,(null)
AdAh,Kd7d,2c 5d 6d 6c 2s,Aces and Sixes,Sixes and Deuces,P0,(null)
AsAd,Kh8h,2c 5d 6d 8s 7d,Pair of Aces,Pair of Eights,P0,(null)
AsAd,Kc9c,2c 5d 6d 9d 4d,Ace-High Flush,Pair of Nines,P0,(null)
AsAd,Ks7s,2c 5d 6d Kc 5h,Aces and Fives,Kings and Fives,P0,(null)
AsAh,KcJc,2c 5d 6d 2h Jh,Aces and Deuces,Jacks and Deuces,P0,(null)
AsAc,Kh8h,2c 5d 6d 6h 7c,Aces and Sixes,Pair of Sixes,P0,(null)
AcAh,2d2h,2c 5d 6d Qd 4h,Pair of Aces,Three Deuces,P1,(null)
AdAc,Kh7h,2c 5d 6d 9h 7c,Pair of Aces,Pair of Sevens,P0,(null)
AcAh,KhTh,2c 5d 6d 9s Jc,Pair of Aces,King-High,P0,(null)
AdAc,Ks8s,2c 5d 6d Ts 2h,Aces and Deuces,Pair of Deuces,P0,(null)
AcAs,2s2h,2c 5d 6d Kc 7s,Pair of Aces,Three Deuces,P1,(null)
AdAc,Kd8d,2c 5d 6d 8c 5h,Aces and Fives,Eights and Fives,P0,(null)
AdAh,Kd9d,2c 5d 6d 2d 8h,Aces and Deuces,King-High Flush,P1,(null)
AsAd,Kh8h,2c 5d 6d 9h 4c,Pair of Aces,King-High,P0,(null)
AsAd,Kh9h,2c 5d 6d 2h Qd,Aces and Deuces,Pair of Deuces,P0,(null)
AsAh,KdQd,2c 5d 6d 7d 9c,Pair of Aces,King-High Flush,P1,(null)
AhAd,KcJc,2c 5d 6d 6h 6c,Sixes Full over Aces,Three Sixes,P0,(null)
AcAs,2d2s,2c 5d 6d 4h 5h,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAs,2d2s,2c 5d 6d 8d 5s,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAs,Kc9c,2c 5d 6d Jd 5c,Aces and Fives,Pair of Fives,P0,(null)
AcAd,Kc7c,2c 5d 6d Th As,Three Aces,Ace-High,P0,(null)
AcAd,KcJc,2c 5d 6d 2d Kd,Ace-High Flush,Kings and Deuces,P0,(null)
AcAh,Kd8d,2c 5d 6d 8s 3s,Pair of Aces,Pair of Eights,P0,(null)
AdAh,2h2s,2c 5d 6d 5h 7d,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAd,2s2h,2c 5d 6d 7d Qd,Ace-High Flush,Three Deuces,P0,(null)
AcAs,Kc8c,2c 5d 6d 3h 2s,Aces and Deuces,Pair of Deuces,P0,(null)
AsAh,Ks7s,2c 5d 6d 6s 8h,Aces and Sixes,Pair of Sixes,P0,(null)
AhAs,2s2d,2c 5d 6d Ac Js,Three Aces,Three Deuces,P0,(null)
AsAd,KsJs,2c 5d 6d Tc 9d,Pair of Aces,King-High,P0,(null)
AdAs,KdQd,2c 5d 6d 3h 8h,Pair of Aces,King-High,P0,(null)
AcAh,KdJd,2c 5d 6d 7d 3h,Pair of Aces,King-High Flush,P1,(null)
AcAd,2d2h,2c 5d 6d 3h As,Three Aces,Three Deuces,P0,(null)
AsAh,Kc8c,2c 5d 6d 5c 9h,Aces and Fives,Pair of Fives,P0,(null)
AdAh,Kd7d,2c 5d 6d 9h 3h,Pair of Aces,King-High,P0,(null)
AsAd,KcTc,2c 5d 6d 4c 7s,Pair of Aces,King-High,P0,(null)
AhAs,KhQh,2c 5d 6d 9s Tc,Pair of Aces,King-High,P0,(null)
AhAc,Kd7d,2c 5d 6d Ad 9d,Three Aces,Ace-High Flush,P1,(null)
AsAh,KcTc,2c 5d 6d Kd 6h,Aces and Sixes,Kings and Sixes,P0,(null)
AsAc,KcQc,2c 5d 6d Td 6s,Aces and Sixes,Pair of Sixes,P0,(null)
AdAs,KsTs,2c 5d 6d Ac Kc,Three Aces,Pair of Kings,P0,(null)
AsAc,Ks7s,2c 5d 6d 3h 6s,Aces and Sixes,Pair of Sixes,P0,(null)
AsAc,2h2d,2c 5d 6d 3d Qh,Pair of Aces,Three Deuces,P1,(null)
AdAh,KsQs,2c 5d 6d Jc 9h,Pair of Aces,King-High,P0,(null)
AsAh,Kh8h,2c 5d 6d 3c Th,Pair of Aces,King-High,P0,(null)
AcAs,KsQs,2c 5d 6d 7d Qh,Pair of Aces,Pair of Queens,P0,(null)
AcAh,Kd9d,2c 5d 6d 6h Jd,Aces and Sixes,King-High Flush,P1,(null)
AsAd,Ks7s,2c 5d 6d 3s 5c,Aces and Fives,Pair of Fives,P0,(null)
AdAs,KsTs,2c 5d 6d 6h 6c,Sixes Full over Aces,Three Sixes,P0,(null)
AsAc,2h2d,2c 5d 6d Td Kc,Pair of Aces,Three Deuces,P1,(null)
AcAh,Ks7s,2c 5d 6d 8s 9s,Pair of Aces,Nine-High Straight,P1,(null)
AsAd,Kd8d,2c 5d 6d 8h 2h,Aces and Deuces,Eights and Deuces,P0,(null)
AcAh,Ks8s,2c 5d 6d Kh 9c,Pair of Aces,Pair of Kings,P0,(null)
AhAc,Kd7d,2c 5d 6d 9c 3c,Pair of Aces,King-High,P0,(null)
AhAc,KcQc,2c 5d 6d Ts 9c,Pair of Aces,King-High,P0,(null)
AsAh,KdJd,2c 5d 6d 9s 5c,Aces and Fives,Pair of Fives,P0,(null)
AdAc,2d2s,2c 5d 6d Qh 3d,Pair of Aces,Three Deuces,P1,(null)
AsAh,Ks8s,2c 5d 6d 6h Tc,Aces and Sixes,Pair of Sixes,P0,(null)
AcAs,Kh9h,2c 5d 6d Jc 3h,Pair of Aces,King-High,P0,(null)
AhAd,Ks9s,2c 5d 6d 3d Kc,Pair of Aces,Pair of Kings,P0,(null)
AsAd,KcJc,2c 5d 6d Ac 9c,Three Aces,Ace-High Flush,P1,(null)
AcAs,Kd8d,2c 5d 6d 6h 6s,Sixes Full over Aces,Three Sixes,P0,(null)
AdAs,Kc9c,2c 5d 6d 3d 8d,Ace-High Flush,King-High,P0,(null)
AsAd,KcQc,2c 5d 6d 9h 7d,Pair of Aces,King-High,P0,(null)
AhAs,KhTh,2c 5d 6d 3s 7c,Pair of Aces,King-High,P0,(null)
AcAs,KcJc,2c 5d 6d 6s 3s,Aces and Sixes,Pair of Sixes,P0,(null)
AsAh,2h2s,2c 5d 6d Kd 6c,Aces and Sixes,Deuces Full over Sixes,P1,(null)
AsAc,KhQh,2c 5d 6d Td Kd,Pair of Aces,Pair of Kings,P0,(null)
AcAd,Kc9c,2c 5d 6d 7h Td,Pair of Aces,King-High,P0,(null)
AdAc,Kh9h,2c 5d 6d 7c Kc,Pair of Aces,Pair of Kings,P0,(null)
AcAd,KsJs,2c 5d 6d Kh 3c,Pair of Aces,Pair of Kings,P0,(null)
AsAh,2s2d,2c 5d 6d 6s Jh,Aces and Sixes,Deuces Full over Sixes,P1,(null)
AdAs,Ks8s,2c 5d 6d 5h Kc,Aces and Fives,Kings and Fives,P0,(null)
AcAh,Kh8h,2c 5d 6d 5h 4c,Aces and Fives,Pair of Fives,P0,(null)
AsAc,Kc9c,2c 5d 6d 6s Js,Aces and Sixes,Pair of Sixes,P0,(null)
AhAd,2d2s,2c 5d 6d Kd 4h,Pair of Aces,Three Deuces,P1,(null)
AhAs,Kc8c,2c 5d 6d Qs 3s,Pair of Aces,King-High,P0,(null)
AcAd,KsJs,2c 5d 6d As Ah,Four Aces,Pair of Aces,P0,(null)
AdAc,Kh8h,2c 5d 6d Jc 2d,Aces and Deuces,Pair of Deuces,P0,(null)
AdAs,KsQs,2c 5d 6d 5s 8h,Aces and Fives,Pair of Fives,P0,(null)
AsAh,Kd7d,2c 5d 6d 3d Qd,Pair of Aces,King-High Flush,P1,(null)
AcAs,2h2s,2c 5d 6d 9s 3h,Pair of Aces,Three Deuces,P1,(null)
AcAh,KcJc,2c 5d 6d 3d 6h,Aces and Sixes,Pair of Sixes,P0,(null)
AdAh,Kd7d,2c 5d 6d Ac 7c,Three Aces,Pair of Sevens,P0,(null)
AsAc,Ks7s,2c 5d 6d Th 3c,Pair of Aces,King-High,P0,(null)
AhAd,KhJh,2c 5d 6d 6s Jc,Aces and Sixes,Jacks and Sixes,P0,(null)
AsAd,2d2h,2c 5d 6d 8h 8c,Aces and Eights,Deuces Full over Eights,P1,(null)
AhAc,Kh8h,2c 5d 6d 9h 3h,Pair of Aces,King-High,P0,(null)
AcAh,Kc9c,2c 5d 6d Jd 6c,Aces and Sixes,Pair of Sixes,P0,(null)
AsAh,Ks8s,2c 5d 6d 7c 9h,Pair of Aces,Nine-High Straight,P1,(null)
AcAd,2s2d,2c 5d 6d 9d 7s,Pair of Aces,Three Deuces,P1,(null)
AsAd,Kh9h,2c 5d 6d Kd Ah,Three Aces,Pair of Kings,P0,(null)
AdAs,Kd9d,2c 5d 6d Ah 2h,Aces Full over Deuces,Pair of Deuces,P0,(null)
AcAh,KhQh,2c 5d 6d Jc Ts,Pair of Aces,King-High,P0,(null)
AdAs,Kc9c,2c 5d 6d Td 7s,Pair of Aces,King-High,P0,(null)
AcAh,Kh9h,2c 5d 6d 4c 5h,Aces and Fives,Pair of Fives,P0,(null)
AsAd,KdJd,2c 5d 6d 3d 3s,Aces and Treys,King-High Flush,P1,(null)
AdAc,KdQd,2c 5d 6d 5s 5h,Fives Full over Aces,Three Fives,P0,(null)
AdAh,Kc9c,2c 5d 6d Kd 9s,Pair of Aces,Kings and Nines,P1,(null)
AdAh,KhJh,2c 5d 6d 9d 7s,Pair of Aces,King-High,P0,(null)
AcAs,2h2d,2c 5d 6d 2s 6h,Aces and Sixes,Four Deuces,P1,(null)
AhAc,KcQc,2c 5d 6d 6s Js,Aces and Sixes,Pair of Sixes,P0,(null)
AcAs,KsQs,2c 5d 6d Jh Td,Pair of Aces,King-High,P0,(null)
AcAh,2h2d,2c 5d 6d As 3d,Three Aces,Three Deuces,P0,(null)
AsAh,KsQs,2c 5d 6d 8d 8s,Aces and Eights,Pair of Eights,P0,(null)
AcAh,Kd9d,2c 5d 6d As 8h,Three Aces,Ace-High,P0,(null)
AsAd,2d2h,2c 5d 6d 3c 5h,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAs,KdJd,2c 5d 6d 9s 6c,Aces and Sixes,Pair of Sixes,P0,(null)
AsAh,KcQc,2c 5d 6d Jd 9h,Pair of Aces,King-High,P0,(null)
AsAc,Kc9c,2c 5d 6d 7h 8d,Pair of Aces,Nine-High Straight,P1,(null)
AcAs,KsJs,2c 5d 6d Jc 8h,Pair of Aces,Pair of Jacks,P0,(null)
AcAs,KdQd,2c 5d 6d Ts Jh,Pair of Aces,King-High,P0,(null)
AcAh,2d2h,2c 5d 6d 4h 7h,Pair of Aces,Three Deuces,P1,(null)
AdAs,KsTs,2c 5d 6d Ac Qc,Three Aces,Ace-High,P0,(null)
AcAh,Ks9s,2c 5d 6d 9d Tc,Pair of Aces,Pair of Nines,P0,(null)
AdAc,KcJc,2c 5d 6d 4h 2s,Aces and Deuces,Pair of Deuces,P0,(null)
AhAs,2s2d,2c 5d 6d 6s Ks,Aces and Sixes,Deuces Full over Sixes,P1,(null)
AdAc,Ks9s,2c 5d 6d 9c As,Three Aces,Pair of Nines,P0,(null)
AsAh,2s2h,2c 5d 6d 3h 4c,Six-High Straight,Six-High Straight,Split,P0,P1
AdAh,KsQs,2c 5d 6d 3d 5h,Aces and Fives,Pair of Fives,P0,(null)
AcAd,Kd8d,2c 5d 6d 3d 7d,Ace-High Flush,King-High Flush,P0,(null)
AhAc,KcQc,2c 5d 6d Ad 7d,Three Aces,Ace-High,P0,(null)
AsAd,2s2h,2c 5d 6d Js Kd,Pair of Aces,Three Deuces,P1,(null)
AhAc,KdJd,2c 5d 6d Jc 4s,Pair of Aces,Pair of Jacks,P0,(null)
AsAd,2h2d,2c 5d 6d 9s Tc,Pair of Aces,Three Deuces,P1,(null)
AhAs,Ks7s,2c 5d 6d 6h 3c,Aces and Sixes,Pair of Sixes,P0,(null)
AsAh,Kh8h,2c 5d 6d 9c Tc,Pair of Aces,King-High,P0,(null)
AdAh,Kc9c,2c 5d 6d As 7d,Three Aces,Ace-High,P0,(null)
AhAs,Kd9d,2c 5d 6d 3d 9s,Pair of Aces,King-High Flush,P1,(null)
AhAs,KcJc,2c 5d 6d 3c Ac,Three Aces,Ace-High Flush,P1,(null)
AhAd,2h2d,2c 5d 6d 7s 3s,Pair of Aces,Three Deuces,P1,(null)
AhAd,Kh8h,2c 5d 6d Ks Kd,Aces and Kings,Three Kings,P1,(null)
AcAh,KcQc,2c 5d 6d 9s Jh,Pair of Aces,King-High,P0,(null)
AcAs,KdJd,2c 5d 6d Qs 9h,Pair of Aces,King-High,P0,(null)
AdAs,KdTd,2c 5d 6d 7s 6h,Aces and Sixes,Pair of Sixes,P0,(null)
AdAh,Kh7h,2c 5d 6d Kc Qs,Pair of Aces,Pair of Kings,P0,(null)
AcAd,Ks9s,2c 5d 6d 7s 2h,Aces and Deuces,Pair of Deuces,P0,(null)
AcAd,2h2d,2c 5d 6d 8c 3c,Pair of Aces,Three Deuces,P1,(null)
AcAh,Kd9d,2c 5d 6d 4c Jc,Pair of Aces,King-High,P0,(null)
AcAd,2s2d,2c 5d 6d Qs Qd,Aces and Queens,Deuces Full over Queens,P1,(null)
AcAd,KdTd,2c 5d 6d 5s 7s,Aces and Fives,Pair of Fives,P0,(null)
AcAs,Kh9h,2c 5d 6d 8c 9c,Pair of Aces,Pair of Nines,P0,(null)
AhAs,Kd9d,2c 5d 6d Jh 2h,Aces and Deuces,Pair of Deuces,P0,(null)
AcAd,KcQc,2c 5d 6d Tc Td,Aces and Tens,Pair of Tens,P0,(null)
AsAh,Kh7h,2c 5d 6d Qs 8d,Pair of Aces,King-High,P0,(null)
AhAc,KcQc,2c 5d 6d 7h 7c,Aces and Sevens,Pair of Sevens,P0,(null)
AhAs,Ks8s,2c 5d 6d 2s 4h,Aces and Deuces,Pair of Deuces,P0,(null)
AdAh,KsTs,2c 5d 6d 8s 5c,Aces and Fives,Pair of Fives,P0,(null)
AdAs,KhQh,2c 5d 6d 4s Ah,Three Aces,Ace-High,P0,(null)
AhAd,Ks9s,2c 5d 6d 7c 9h,Pair of Aces,Pair of Nines,P0,(null)
AsAd,Kd7d,2c 5d 6d 8c Ks,Pair of Aces,Pair of Kings,P0,(null)
AsAd,Kd9d,2c 5d 6d 2h Td,Aces and Deuces,King-High Flush,P1,(null)
AsAd,Kd7d,2c 5d 6d 7h 4d,Pair of Aces,King-High Flush,P1,(null)
AhAd,2s2d,2c 5d 6d 4c Ac,Three Aces,Three Deuces,P0,(null)
AcAd,KcJc,2c 5d 6d 4c 3h,Six-High Straight,Six-High Straight,Split,P0,P1
AsAh,Kd7d,2c 5d 6d 3d 2s,Aces and Deuces,King-High Flush,P1,(null)
AdAh,2h2d,2c 5d 6d Qs 8s,Pair of Aces,Three Deuces,P1,(null)
AcAs,Kd7d,2c 5d 6d 8h Jc,Pair of Aces,King-High,P0,(null)
AsAh,KhQh,2c 5d 6d 8c Tc,Pair of Aces,King-High,P0,(null)
AdAh,Kh8h,2c 5d 6d 3d Qs,Pair of Aces,King-High,P0,(null)
AhAs,2d2s,2c 5d 6d 7c 5s,Aces and Fives,Deuces Full over Fives,P1,(null)
AhAs,KdJd,2c 5d 6d 6h 4s,Aces and Sixes,Pair of Sixes,P0,(null)
AdAs,KhQh,2c 5d 6d 9s 8d,Pair of Aces,King-High,P0,(null)
AdAs,Kh7h,2c 5d 6d 6c 9h,Aces and Sixes,Pair of Sixes,P0,(null)
AsAh,2s2d,2c 5d 6d 3h 7d,Pair of Aces,Three Deuces,P1,(null)
AsAd,Kc8c,2c 5d 6d 3d Ah,Three Aces,Ace-High,P0,(null)
